STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10096438,F,2,Maitrise professionn,Génie mécanique,20122,20133,5,3.67,2013/14
10096440,F,3,Doctorat,Génie métallurgique,20141,20163,9,3.50,2016/17
10183363,M,1,Bac,Génie aérospatial,20123,20181,9,3.28,2017/18
10096444,M,1,Bac,Génie aérospatial,20123,20173,8,3.35,2017/18
10183365,F,1,Bac,Génie chimique,20123,20171,9,2.68,2016/17
10183365,F,2,Maitrise recherche,Génie industriel,20172,20191,6,3.53,2018/19
10096452,M,1,Bac,Génie civil,20121,20161,8,3.15,2015/16
10096452,M,2,Maitrise recherche,Génie civil,20172,20182,5,4.00,2017/18
10096454,M,1,Bac,Génie mécanique,20153,20193,9,2.40,2019/20
10096462,F,1,Bac,Génie géologique (coopératif),20123,20172,8,3.79,2016/17
10183383,M,1,Bac,Génie informatique,20123,20171,8,2.57,2016/17
10096464,F,1,Bac,Génie biomédical,20123,20161,8,3.34,2015/16
10183391,M,1,Bac,Génie mécanique,20123,20181,9,3.27,2017/18
10183399,M,1,Certificat,Électricité du bâtiment,20121,20141,5,3.89,2013/14
10096482,M,1,Certificat,Techn. biomédicales-instrum.(stage),20123,20132,3,2.15,2012/13
10183411,M,1,Bac,Génie électrique,20123,20171,9,2.98,2016/17
10183415,M,1,Bac,Génie industriel,20123,20172,8,2.91,2016/17
10096496,M,1,Certificat,Technologies biomédicales - instr. électronique,20121,20141,5,3.05,2013/14
10183423,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20121,20133,5,3.70,2013/14
10183425,M,1,Bac,Génie aérospatial,20121,20161,8,3.90,2015/16
10096520,F,3,Doctorat,Génie électrique,20123,20171,14,4.00,2016/17
10096526,F,3,Doctorat,Génie minéral,20122,20173,16,3.66,2017/18
10096536,F,1,Bac,Génie chimique,20123,20173,9,3.20,2017/18
10096538,M,1,Bac,Génie biomédical,20123,20161,8,3.75,2015/16
10096542,F,1,Bac,Génie civil,20123,20153,8,3.32,2015/16
10096544,M,1,Bac,Génie mécanique,20133,20171,8,2.98,2016/17
10183465,M,1,Bac,Génie mécanique,20123,20171,8,2.98,2016/17
10183481,M,1,Bac,Génie chimique,20131,20153,7,3.80,2015/16
10096588,M,1,Bac,Génie chimique,20121,20163,10,2.95,2016/17
10096592,M,3,Doctorat,Génie mécanique,20123,20171,14,4.00,2016/17
10183513,M,2,Maitrise recherche,Génie industriel,20131,20142,5,3.56,2013/14
10183529,M,1,Bac,Génie logiciel,20123,20181,10,2.52,2017/18
10096610,F,1,Bac,Génie chimique,20123,20163,8,2.93,2016/17
10096618,F,2,Maitrise recherche,Génie électrique,20131,20152,8,3.92,2014/15
10183539,F,2,Maitrise recherche,Génie civil,20123,20152,6,3.45,2014/15
10096620,M,2,Maitrise professionn,Génie biomédical,20123,20133,4,3.99,2013/14
10096622,F,1,Bac,Génie électrique,20123,20181,10,2.30,2017/18
10183547,F,1,Bac,Génie mécanique,20133,20181,8,2.89,2017/18
10096630,M,1,Bac,Génie mécanique,20131,20182,9,2.90,2017/18
10183551,M,3,Doctorat,Génie industriel,20132,20181,15,4.00,2017/18
10096636,M,1,Bac,Génie logiciel,20123,20181,9,2.88,2017/18
10183565,F,3,Doctorat,Génie informatique,20143,20193,5,4.00,2019/20
10183565,F,2,Maitrise recherche,Génie informatique,20123,20142,6,3.90,2013/14
10096646,F,1,Certificat,Mécanique du bâtiment,20121,20161,7,2.55,2015/16
10183571,F,2,Maitrise recherche,Génie électrique,20141,20153,7,4.00,2015/16
10096652,M,2,Maitrise recherche,Génie mécanique,20123,20153,10,3.71,2015/16
10183583,M,3,Doctorat,Génie informatique,20131,20201,21,3.14,2019/20
10183591,M,2,Maitrise recherche,Génie mécanique,20131,20142,5,3.82,2013/14
10096676,M,3,Doctorat,Génie minéral,20131,20153,9,4.00,2015/16
10183611,M,1,Bac,Génie mécanique,20133,20181,8,3.80,2017/18
10096696,M,1,Bac,Génie mécanique,20123,20161,8,3.63,2015/16
10183619,M,1,Bac,Génie industriel,20123,20171,8,3.00,2016/17
10096702,M,1,Bac,Génie civil,20131,20173,9,2.43,2017/18
10183625,F,1,Bac,Génie biomédical,20123,20171,8,3.53,2016/17
10096712,M,1,Bac,Génie industriel,20123,20161,8,3.46,2015/16
10096726,M,1,Bac,Génie chimique,20123,20173,8,2.68,2017/18
10183653,M,1,Bac,Génie industriel,20123,20163,9,2.67,2016/17
10096734,M,1,Bac,Génie des mines (coopératif),20123,20192,13,2.26,2018/19
10096736,F,1,Bac,Génie mécanique,20133,20182,10,2.58,2017/18
10183663,F,1,Bac,Génie civil,20123,20173,8,2.63,2017/18
10096744,F,1,Bac,Génie chimique,20123,20173,9,2.66,2017/18
10096750,M,1,Bac,Génie mécanique,20123,20171,8,2.75,2016/17
10183675,M,1,Bac,Génie industriel,20123,20171,8,3.09,2016/17
10183679,M,1,Bac,Génie mécanique,20123,20171,8,3.53,2016/17
10096762,M,1,Bac,Génie physique,20123,20161,8,3.97,2015/16
10183695,M,1,Bac,Génie électrique,20151,20192,8,2.99,2018/19
10096782,F,1,Bac,Génie biomédical,20131,20181,9,3.18,2017/18
10183705,M,1,Bac,Génie industriel,20123,20173,9,2.95,2017/18
10096786,M,1,Bac,Génie civil,20123,20191,9,2.39,2018/19
10183715,M,3,Doctorat,Génie minéral,20132,20172,12,4.00,2016/17
10183725,M,1,Bac,Génie mécanique,20131,20181,10,2.74,2017/18
10183727,F,1,Bac,Génie géologique (coopératif),20143,20183,9,2.72,2018/19
10096808,M,1,Bac,Génie mécanique,20123,20173,9,2.89,2017/18
10096814,M,1,Bac,Génie mécanique,20123,20172,8,2.50,2016/17
10183735,M,1,Bac,Génie industriel,20133,20171,8,2.92,2016/17
10183737,M,1,Bac,Génie logiciel,20123,20171,10,2.95,2016/17
10183745,M,1,Bac,Génie chimique,20123,20161,8,2.91,2015/16
10096834,M,2,Maitrise professionn,Génie informatique,20153,20171,6,3.38,2016/17
10096840,M,2,Maitrise recherche,Génie électrique,20142,20153,6,4.00,2015/16
10096848,F,1,Bac,Génie biomédical,20123,20161,8,3.44,2015/16
10096850,M,1,Bac,Génie mécanique,20131,20183,9,2.35,2018/19
10096854,M,1,Bac,Génie physique,20123,20171,10,2.75,2016/17
10096856,M,1,Bac,Génie mécanique,20123,20162,8,2.95,2015/16
10096860,M,1,Bac,Génie civil,20133,20173,8,3.60,2017/18
10096866,M,2,Maitrise professionn,Génie civil,20133,20143,6,3.73,2014/15
10096868,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20182,3,3.10,2017/18
10096876,M,1,Bac,Génie physique,20133,20192,8,2.33,2018/19
10183803,F,1,Bac,Génie industriel,20123,20161,8,3.44,2015/16
10096888,M,1,Bac,Génie chimique,20123,20171,9,3.24,2016/17
10096890,M,2,Maitrise recherche,Génie informatique,20171,20182,4,3.73,2017/18
10096890,M,1,Bac,Génie informatique,20123,20163,8,3.65,2016/17
10096898,M,1,Certificat,Techn. biomédicales-instrum.(stage),20123,20132,3,3.55,2012/13
10096900,M,1,Certificat,Bâtiment durable,20122,20173,10,3.40,2017/18
10096906,F,1,Bac,Génie chimique,20123,20151,7,3.47,2014/15
10096906,F,2,Maitrise recherche,Génie chimique,20152,20181,9,3.65,2017/18
10183827,F,1,Bac,Génie industriel,20131,20171,8,2.68,2016/17
10096912,M,1,Bac,Génie physique,20123,20181,10,2.97,2017/18
10096916,F,1,Bac,Génie civil,20123,20161,8,2.65,2015/16
10096922,M,2,Maitrise professionn,Génie mécanique,20151,20163,6,3.53,2016/17
10183843,M,2,Maitrise recherche,Génie mécanique,20122,20142,7,4.00,2013/14
10183845,M,3,Doctorat,Génie industriel,20122,20153,11,4.00,2015/16
10096926,M,1,Bac,Génie civil,20131,20163,8,3.07,2016/17
10183851,F,1,Bac,Génie géologique (coopératif),20131,20181,10,3.50,2017/18
10183859,F,1,Bac,Génie géologique (coopératif),20123,20161,8,3.86,2015/16
10096960,M,1,Bac,Génie des mines (coopératif),20123,20181,10,2.77,2017/18
10183883,F,1,Bac,Génie électrique,20123,20192,9,3.39,2018/19
10096964,F,2,Maitrise professionn,Génie chimique,20173,20193,5,3.92,2019/20
10096964,F,1,Bac,Génie chimique,20123,20171,8,3.33,2016/17
10096976,M,1,Bac,Génie civil,20133,20183,10,2.47,2018/19
10183897,M,1,Bac,Génie civil,20141,20173,7,3.15,2017/18
10183899,F,1,Bac,Génie industriel,20133,20163,8,3.45,2016/17
10183905,M,1,Bac,Génie industriel,20123,20171,8,3.18,2016/17
10183907,M,2,Maitrise professionn,Génie mécanique,20163,20173,4,3.50,2017/18
10183907,M,1,Bac,Génie civil,20123,20161,8,2.92,2015/16
10183909,M,1,Bac,Génie civil,20123,20162,9,3.03,2015/16
10096996,F,2,Maitrise recherche,Génie industriel,20173,20193,7,3.36,2019/20
10096996,F,1,Bac,Génie industriel,20131,20171,7,3.56,2016/17
10096998,M,1,Bac,Génie mécanique,20123,20181,10,2.60,2017/18
10183929,F,1,Bac,Génie industriel,20123,20161,8,3.46,2015/16
10183933,M,1,Bac,Génie physique,20123,20171,9,3.08,2016/17
10183933,M,2,Maitrise recherche,Génie mécanique,20173,20192,6,3.55,2018/19
10183939,M,2,Maitrise professionn,Génie industriel,20123,20141,5,3.73,2013/14
10097024,M,2,Maitrise professionn,Génie industriel,20123,20142,6,3.03,2013/14
10183951,M,2,Maitrise professionn,Génie civil,20161,20172,4,3.11,2016/17
10183951,M,1,Bac,Génie civil,20123,20153,8,3.22,2015/16
10097032,F,1,Bac,Génie chimique,20123,20171,10,2.58,2016/17
10097034,F,1,Bac,Génie civil,20123,20173,9,3.00,2017/18
10097036,M,1,Bac,Génie aérospatial,20123,20153,8,3.74,2015/16
10097036,M,2,Maitrise recherche,Génie mécanique,20161,20173,6,3.57,2017/18
10183957,M,1,Bac,Génie biomédical,20123,20161,8,3.85,2015/16
10097040,M,1,Bac,Génie logiciel,20123,20161,8,3.51,2015/16
10183963,M,2,Maitrise recherche,Génie informatique,20162,20183,8,4.00,2018/19
10183963,M,1,Bac,Génie logiciel,20123,20161,8,3.92,2015/16
10183965,M,1,Certificat,Commande de procédés industriels,20123,20143,5,3.75,2014/15
10097046,M,2,Maitrise recherche,Génie civil,20122,20142,7,3.91,2013/14
10183969,M,1,Bac,Génie industriel,20123,20173,8,3.07,2017/18
10097060,F,1,Bac,Génie électrique,20123,20163,11,3.25,2016/17
10183981,M,1,Bac,Génie chimique,20143,20183,8,2.66,2018/19
10183983,F,1,Bac,Génie géologique (coopératif),20123,20172,10,3.03,2016/17
10183987,F,2,Maitrise recherche,Génie civil,20122,20141,6,3.81,2013/14
10097072,F,2,Maitrise recherche,Génie civil,20161,20172,5,3.94,2016/17
10097072,F,1,Bac,Génie civil,20123,20153,8,3.40,2015/16
10097076,F,1,Bac,Génie mécanique,20123,20181,9,2.80,2017/18
10184003,M,1,Bac,Génie physique,20123,20161,8,2.68,2015/16
10097086,F,1,Bac,Génie mécanique,20123,20163,8,2.89,2016/17
10097086,F,2,Maitrise professionn,Génie énergétique,20171,20193,6,3.50,2019/20
10097088,M,1,Bac,Génie électrique,20123,20162,8,2.27,2015/16
10184009,F,1,Bac,Génie mécanique,20123,20173,10,2.05,2017/18
10097092,M,1,Bac,Génie informatique,20123,20172,8,2.95,2016/17
10097098,M,2,Maitrise recherche,Génie civil,20123,20151,8,4.00,2014/15
10097100,M,1,Certificat,Cyberenquête,20123,20201,9,2.65,2019/20
10184023,M,1,Bac,Génie mécanique,20123,20163,8,3.02,2016/17
10184029,M,1,Bac,Génie géologique (coopératif),20131,20181,8,2.70,2017/18
10184031,M,1,Bac,Génie civil,20123,20181,10,2.93,2017/18
10184033,M,1,Bac,Génie civil,20123,20181,9,2.33,2017/18
10097120,F,1,Bac,Génie mécanique,20123,20162,8,3.69,2015/16
10097126,M,1,Bac,Génie mécanique,20131,20181,9,3.07,2017/18
10097128,M,1,Bac,Génie civil,20123,20163,9,2.45,2016/17
10184049,M,2,Maitrise professionn,Génie biomédical,20171,20183,5,3.78,2018/19
10097130,F,1,Bac,Génie aérospatial,20123,20163,8,3.82,2016/17
10097130,F,2,Maitrise recherche,Génie aérospatial,20171,20183,6,3.70,2018/19
10184051,F,1,Bac,Génie civil,20123,20162,8,3.41,2015/16
10097132,M,1,Bac,Génie informatique,20131,20191,11,2.49,2018/19
10184055,F,1,Bac,Génie industriel,20123,20171,9,3.09,2016/17
10097136,F,1,Bac,Génie civil,20131,20181,9,3.02,2017/18
10097138,M,1,Bac,Génie informatique,20123,20181,12,3.06,2017/18
10184059,F,1,Bac,Génie chimique,20123,20191,11,2.59,2018/19
10097140,M,1,Bac,Génie biomédical,20123,20162,8,3.84,2015/16
10097140,M,2,Maitrise recherche,Génie physique,20163,20182,6,4.00,2017/18
10184061,M,1,Bac,Génie informatique,20123,20163,8,2.84,2016/17
10097144,F,2,Maitrise recherche,Génie électrique,20131,20152,8,3.22,2014/15
10184075,F,1,Bac,Génie géologique (coopératif),20123,20171,10,2.44,2016/17
10184077,F,1,Bac,Génie industriel,20123,20181,9,2.67,2017/18
10184083,F,1,Bac,Génie chimique,20123,20171,9,2.62,2016/17
10097166,M,2,Maitrise professionn,Génie électrique,20161,20173,3,3.75,2017/18
10097166,M,1,Bac,Génie informatique,20123,20153,7,3.30,2015/16
10184087,M,1,Bac,Génie chimique,20123,20161,8,3.69,2015/16
10184087,M,2,Maitrise recherche,Génie chimique,20163,20181,4,3.65,2017/18
10184089,M,1,Bac,Génie électrique,20123,20153,7,3.28,2015/16
10184089,M,2,Maitrise professionn,Génie électrique,20161,20173,5,3.73,2017/18
10184095,M,2,Maitrise recherche,Génie chimique,20131,20142,6,3.33,2013/14
10097178,F,2,Maitrise recherche,Mathématiques appliquées,20123,20143,7,3.65,2014/15
10184099,M,1,Certificat,Cyberenquête,20123,20163,9,3.05,2016/17
10184101,M,3,Doctorat,Génie électrique,20123,20183,19,4.00,2018/19
10184111,M,1,Bac,Génie civil,20123,20171,9,3.05,2016/17
10097192,F,1,Bac,Génie industriel,20123,20181,10,2.48,2017/18
10097194,M,1,Bac,Génie des mines (coopératif),20123,20181,9,2.84,2017/18
10097200,M,1,Bac,Génie géologique (coopératif),20123,20163,9,2.50,2016/17
10184121,F,1,Bac,Génie civil,20123,20161,8,3.32,2015/16
10184123,M,1,Bac,Génie physique,20123,20171,10,2.86,2016/17
10184123,M,2,Maitrise recherche,Génie physique,20172,20191,6,3.83,2018/19
10097206,F,1,Bac,Génie mécanique,20123,20161,8,2.62,2015/16
10097210,M,2,Maitrise professionn,Génie biomédical,20123,20141,5,3.59,2013/14
10184133,M,1,Certificat,Technologies biomédicales - instr. électronique,20123,20131,2,3.55,2012/13
10097218,M,1,Bac,Génie civil,20123,20153,8,3.89,2015/16
10097218,M,2,Maitrise professionn,Génie civil,20161,20172,4,3.67,2016/17
10184139,F,1,Bac,Génie géologique (coopératif),20123,20161,8,2.69,2015/16
10097220,M,1,Bac,Génie mécanique,20153,20191,7,3.33,2018/19
10184141,F,1,Bac,Génie mécanique,20123,20183,11,2.32,2018/19
10097222,F,1,Bac,Génie physique,20123,20171,8,3.39,2016/17
10184143,M,1,Bac,Génie mécanique,20123,20162,7,3.46,2015/16
10097224,M,1,Bac,Génie logiciel,20123,20161,8,3.99,2015/16
10097226,M,1,Bac,Génie aérospatial,20123,20163,9,3.22,2016/17
10184151,M,2,Maitrise professionn,Génie aérospatial,20123,20142,6,3.97,2013/14
10097236,M,1,Bac,Génie physique,20123,20161,8,3.68,2015/16
10097236,M,2,Maitrise recherche,Génie physique,20162,20182,7,3.33,2017/18
10184157,F,1,Bac,Génie biomédical,20123,20161,8,3.19,2015/16
10097238,F,1,Bac,Génie chimique,20123,20163,8,3.39,2016/17
10184159,M,1,Bac,Génie biomédical,20123,20161,8,3.79,2015/16
10097240,M,1,Bac,Génie mécanique,20123,20161,8,3.30,2015/16
10097240,M,2,Maitrise recherche,Génie mécanique,20163,20191,8,3.50,2018/19
10097242,M,1,Bac,Génie mécanique,20123,20173,9,2.41,2017/18
10097244,M,1,Bac,Génie mécanique,20123,20201,13,2.22,2019/20
10097246,F,1,Bac,Génie physique,20123,20163,9,2.37,2016/17
10184167,M,1,Bac,Génie biomédical,20123,20161,8,3.82,2015/16
10097248,M,1,Bac,Génie informatique,20123,20171,8,3.45,2016/17
10184171,F,2,Maitrise recherche,Génie biomédical,20142,20151,4,3.53,2014/15
10184173,M,2,Maitrise professionn,Génie industriel,20132,20143,6,3.83,2014/15
10097258,M,1,Bac,Génie géologique (coopératif),20123,20163,8,3.02,2016/17
10184181,M,2,Maitrise recherche,Génie aérospatial,20171,20192,7,3.91,2018/19
10184181,M,1,Bac,Génie aérospatial,20123,20163,9,3.90,2016/17
10097262,F,1,Bac,Génie mécanique,20123,20181,11,2.46,2017/18
10184187,F,1,Bac,Génie civil,20123,20161,8,3.89,2015/16
10184191,M,1,Bac,Génie électrique,20123,20161,8,2.79,2015/16
10097272,M,1,Bac,Génie biomédical,20123,20161,8,3.84,2015/16
10184193,M,1,Bac,Génie des mines (coopératif),20123,20172,9,2.90,2016/17
10097274,M,1,Bac,Génie aérospatial,20123,20161,8,3.95,2015/16
10184195,F,1,Bac,Génie industriel,20123,20163,8,3.43,2016/17
10184197,M,1,Bac,Génie biomédical,20123,20161,8,3.63,2015/16
10184199,F,1,Bac,Génie mécanique,20123,20163,9,3.11,2016/17
10184201,M,1,Bac,Génie civil,20153,20201,9,3.33,2019/20
10097282,M,1,Bac,Génie des mines (coopératif),20123,20163,8,2.75,2016/17
10097286,F,1,Bac,Génie civil,20123,20171,9,2.58,2016/17
10097286,F,2,Maitrise recherche,Génie civil,20181,20192,6,3.81,2018/19
10097292,M,2,Maitrise professionn,Génie informatique,20173,20191,4,3.73,2018/19
10184213,M,1,Bac,Génie civil,20123,20181,9,3.53,2017/18
10184215,M,1,Bac,Génie physique,20123,20161,8,3.62,2015/16
10184215,M,2,Maitrise recherche,Génie informatique,20163,20183,6,4.00,2018/19
10097296,F,1,Bac,Génie civil,20131,20171,8,3.99,2016/17
10184217,F,1,Bac,Génie chimique,20123,20171,10,2.60,2016/17
10184219,M,1,Bac,Génie physique,20123,20171,10,3.75,2016/17
10184221,M,1,Bac,Génie aérospatial,20123,20163,9,3.32,2016/17
10184223,F,1,Bac,Génie électrique,20123,20161,8,3.87,2015/16
10097304,M,1,Bac,Génie civil,20123,20161,8,2.72,2015/16
10184225,F,1,Bac,Génie civil,20123,20171,10,2.19,2016/17
10097306,F,1,Bac,Génie physique,20123,20161,8,2.69,2015/16
10097310,M,1,Bac,Génie aérospatial,20123,20161,8,3.34,2015/16
10097316,F,1,Bac,Génie mécanique,20123,20161,8,2.38,2015/16
10097318,M,1,Bac,Génie civil,20123,20163,9,2.88,2016/17
10184239,M,1,Bac,Génie logiciel,20123,20171,10,3.80,2016/17
10097320,M,1,Bac,Génie civil,20123,20171,9,3.59,2016/17
10184241,M,1,Bac,Génie informatique,20123,20173,10,3.20,2017/18
10184249,F,3,Doctorat,Génie métallurgique,20141,20171,8,3.33,2016/17
10184263,M,1,Bac,Génie physique,20123,20161,8,3.56,2015/16
10184267,M,1,Bac,Génie logiciel,20123,20161,8,3.73,2015/16
10097352,F,1,Bac,Génie industriel,20123,20181,10,3.37,2017/18
10184275,F,1,Bac,Génie chimique,20131,20181,9,2.99,2017/18
10097358,M,1,Bac,Génie mécanique,20123,20163,9,2.55,2016/17
10097360,M,1,Bac,Génie mécanique,20123,20161,8,3.02,2015/16
10184281,M,1,Bac,Génie mécanique,20123,20171,10,2.45,2016/17
10097362,M,1,Bac,Génie biomédical,20123,20161,8,3.70,2015/16
10184285,M,1,Bac,Génie physique,20123,20161,8,3.46,2015/16
10184285,M,2,Maitrise recherche,Génie mécanique,20163,20183,7,3.95,2018/19
10097370,M,2,Maitrise professionn,Génie électrique,20131,20151,5,3.70,2014/15
10097384,F,1,Bac,Génie mécanique,20123,20171,10,3.07,2016/17
10184307,M,1,Bac,Génie civil,20163,20201,8,2.73,2019/20
10184311,F,1,Bac,Génie civil,20123,20172,9,2.42,2016/17
10097392,F,1,Bac,Génie civil,20123,20161,8,3.13,2015/16
10184315,M,1,Bac,Génie mécanique,20123,20172,8,3.45,2016/17
10097406,M,1,Bac,Génie mécanique,20123,20161,9,3.81,2015/16
10184329,M,3,Doctorat,Mathématiques,20131,20191,19,3.40,2018/19
10097416,F,1,Bac,Génie civil,20123,20171,9,3.18,2016/17
10184343,M,1,Bac,Génie informatique,20123,20173,9,2.40,2017/18
10184345,M,1,Bac,Génie informatique,20123,20163,9,3.84,2016/17
10184345,M,2,Maitrise recherche,Génie informatique,20171,20182,5,4.00,2017/18
10184347,M,1,Bac,Génie logiciel,20123,20161,8,3.75,2015/16
10184351,F,3,Doctorat,Génie civil,20123,20191,20,4.00,2018/19
10097434,M,2,Maitrise professionn,Génie civil,20171,20183,5,3.40,2018/19
10097436,M,1,Bac,Génie aérospatial,20123,20153,8,3.88,2015/16
10184361,M,1,Bac,Génie mécanique,20123,20161,9,2.49,2015/16
10184363,F,2,Maitrise professionn,Génie civil,20173,20191,5,4.00,2018/19
10097446,M,1,Bac,Génie mécanique,20123,20171,9,3.39,2016/17
10097450,M,1,Bac,Génie aérospatial,20123,20153,8,3.60,2015/16
10097450,M,2,Maitrise professionn,Génie aérospatial,20161,20171,4,3.96,2016/17
10184373,M,1,Bac,Génie électrique,20123,20161,8,3.68,2015/16
10097460,M,2,Maitrise professionn,Génie électrique,20141,20141,3,3.87,2013/14
10184381,M,2,Maitrise recherche,Génie électrique,20131,20143,6,4.00,2014/15
10184383,M,1,Bac,Génie électrique,20131,20181,8,2.78,2017/18
10097466,M,1,Bac,Génie aérospatial,20123,20171,9,3.15,2016/17
10184387,F,1,Bac,Génie mécanique,20123,20173,8,2.90,2017/18
10184389,M,2,Maitrise professionn,Génie industriel,20131,20133,3,3.10,2013/14
10097470,M,2,Maitrise recherche,Génie industriel,20131,20143,6,3.91,2014/15
10184391,M,2,Maitrise recherche,Génie industriel,20131,20142,5,3.91,2013/14
10097472,F,1,Bac,Génie biomédical,20123,20161,8,3.40,2015/16
10097472,F,2,Maitrise recherche,Génie mécanique,20163,20182,6,4.00,2017/18
10184395,M,1,Bac,Génie industriel,20123,20171,10,3.43,2016/17
10184399,M,1,Bac,Génie civil,20123,20163,9,2.50,2016/17
10184405,F,1,Bac,Génie logiciel,20123,20161,8,3.08,2015/16
10097488,M,2,Maitrise recherche,Génie informatique,20131,20153,9,3.92,2015/16
10097490,M,2,Maitrise professionn,Génie informatique,20131,20141,4,3.80,2013/14
10184411,F,1,Bac,Génie géologique (coopératif),20123,20162,8,2.44,2015/16
